,klient_id,wyksztalcenie,czy_samochod,czy_mieszkanie,plec,wynagrodzenie,wiek,czy_kupil,czy_w_bazie_klientow,liczba_zakupionych_wczesniej_produktow
3119,3119,podstawowe,1,0.0,0,7278.0,52.0,0,1,9.0
3120,3120,wyzsze,0,1.0,0,8250.0,61.0,0,1,18.0
3121,3121,srednie,0,1.0,0,6716.0,44.0,0,1,12.0
3122,3122,srednie,1,0.0,0,6399.0,54.0,0,1,5.0
3123,3123,wyzsze,1,1.0,0,7322.0,55.0,0,0,9.0
3124,3124,srednie,1,1.0,0,9117.0,55.0,1,1,13.0
3125,3125,srednie,0,1.0,0,11461.0,46.0,0,1,8.0
3126,3126,podstawowe,0,1.0,0,6292.0,55.0,1,1,0.0
3127,3127,srednie,1,0.0,0,10395.0,51.0,0,1,6.0
3128,3128,podstawowe,0,0.0,0,3754.0,52.0,0,0,8.0
3129,3129,wyzsze,1,0.0,0,12239.0,50.0,0,1,2.0
3130,3130,wyzsze,1,1.0,0,6681.0,52.0,0,1,
3131,3131,podstawowe,0,1.0,0,7680.0,54.0,0,1,7.0
3132,3132,wyzsze,1,0.0,0,10493.0,53.0,0,1,
3133,3133,srednie,0,1.0,1,3333.0,28.0,1,1,11.0
3134,3134,podstawowe,1,0.0,0,9087.0,53.0,0,1,16.0
3135,3135,podstawowe,1,1.0,0,9147.0,55.0,0,0,9.0
3136,3136,podstawowe,1,1.0,1,7976.0,43.0,1,1,11.0
3137,3137,wyzsze,1,0.0,1,11079.0,46.0,0,1,10.0
3138,3138,srednie,1,0.0,0,7780.0,47.0,0,1,7.0
3139,3139,podstawowe,1,0.0,0,6756.0,61.0,0,1,32.0
3140,3140,srednie,1,1.0,1,4950.0,54.0,0,0,
3141,3141,srednie,0,1.0,1,7540.0,50.0,1,0,6.0
3142,3142,podstawowe,0,,0,9210.0,58.0,1,1,5.0
3143,3143,podstawowe,0,1.0,0,6307.0,61.0,0,1,12.0
3144,3144,wyzsze,1,1.0,0,8089.0,60.0,0,1,6.0
3145,3145,wyzsze,1,,0,8583.0,,0,1,7.0
3146,3146,wyzsze,0,1.0,0,9793.0,64.0,1,1,11.0
3147,3147,wyzsze,1,1.0,0,6807.0,44.0,1,1,7.0
3148,3148,wyzsze,1,0.0,1,6323.0,49.0,0,0,2.0
3149,3149,podstawowe,1,0.0,1,6473.0,52.0,0,1,13.0
3150,3150,podstawowe,1,1.0,0,5597.0,45.0,0,0,11.0
3151,3151,wyzsze,1,1.0,0,7819.0,67.0,0,0,2.0
3152,3152,podstawowe,1,1.0,0,12199.0,49.0,0,1,9.0
3153,3153,srednie,1,1.0,0,9974.0,51.0,0,1,
3154,3154,podstawowe,1,1.0,1,8310.0,67.0,1,1,5.0
3155,3155,srednie,1,1.0,0,8885.0,57.0,1,1,4.0
3156,3156,podstawowe,0,0.0,0,7427.0,,1,1,11.0
3157,3157,wyzsze,1,0.0,1,6011.0,52.0,0,1,10.0
3158,3158,podstawowe,1,1.0,0,11400.0,54.0,0,1,7.0
3159,3159,podstawowe,0,0.0,1,5752.0,50.0,0,1,11.0
3160,3160,podstawowe,1,1.0,0,6105.0,42.0,1,1,13.0
3161,3161,podstawowe,1,0.0,0,6402.0,43.0,0,1,24.0
3162,3162,wyzsze,1,0.0,0,6559.0,35.0,1,0,9.0
3163,3163,wyzsze,0,1.0,0,8469.0,41.0,0,1,14.0
3164,3164,srednie,1,1.0,1,7872.0,52.0,0,1,9.0
3165,3165,wyzsze,1,0.0,1,10194.0,53.0,0,1,11.0
3166,3166,wyzsze,0,1.0,0,10469.0,45.0,0,0,12.0
3167,3167,srednie,0,0.0,0,8083.0,50.0,1,0,8.0
3168,3168,srednie,1,1.0,1,8806.0,56.0,0,1,
3169,3169,srednie,0,1.0,0,12199.0,35.0,0,1,
3170,3170,wyzsze,0,1.0,0,6408.0,50.0,0,1,3.0
3171,3171,podstawowe,1,1.0,1,7860.0,43.0,1,1,1.0
3172,3172,srednie,1,1.0,0,12137.0,49.0,0,1,9.0
3173,3173,wyzsze,1,1.0,0,11958.0,45.0,0,1,10.0
3174,3174,wyzsze,1,0.0,1,6997.0,40.0,1,1,8.0
3175,3175,srednie,0,1.0,0,8411.0,54.0,0,0,9.0
3176,3176,srednie,0,1.0,1,8228.0,54.0,0,1,4.0
3177,3177,podstawowe,1,0.0,0,10975.0,56.0,0,1,4.0
3178,3178,podstawowe,0,1.0,0,8500.0,58.0,0,1,0.0
3179,3179,podstawowe,0,1.0,0,5582.0,52.0,1,1,11.0
3180,3180,srednie,0,0.0,0,6330.0,64.0,0,1,10.0
3181,3181,podstawowe,1,1.0,1,8179.0,48.0,1,1,10.0
3182,3182,srednie,0,0.0,0,10808.0,53.0,0,0,7.0
3183,3183,podstawowe,1,0.0,0,8706.0,50.0,0,1,12.0
3184,3184,srednie,1,0.0,0,5971.0,59.0,0,1,12.0
3185,3185,podstawowe,1,0.0,0,7551.0,61.0,0,1,6.0
3186,3186,podstawowe,1,0.0,1,5325.0,47.0,0,1,34.0
3187,3187,srednie,1,0.0,0,7000.0,55.0,0,1,5.0
3188,3188,wyzsze,0,1.0,0,5038.0,64.0,0,0,7.0
3189,3189,srednie,1,1.0,1,7039.0,57.0,0,1,6.0
3190,3190,wyzsze,1,0.0,0,6230.0,35.0,1,1,1.0
3191,3191,srednie,0,1.0,0,5816.0,61.0,0,1,12.0
3192,3192,srednie,0,1.0,1,9079.0,59.0,0,0,11.0
3193,3193,podstawowe,1,1.0,0,11343.0,50.0,0,1,9.0
3194,3194,srednie,0,0.0,0,8255.0,,1,1,8.0
3195,3195,srednie,0,0.0,1,9698.0,56.0,1,1,10.0
3196,3196,podstawowe,1,0.0,0,5602.0,55.0,0,1,2.0
3197,3197,wyzsze,0,1.0,1,11108.0,44.0,1,1,13.0
3198,3198,srednie,1,1.0,1,8929.0,47.0,0,1,6.0
3199,3199,srednie,1,1.0,0,7676.0,50.0,1,1,5.0
3200,3200,srednie,0,1.0,0,7846.0,63.0,0,1,6.0
3201,3201,podstawowe,0,0.0,0,11318.0,58.0,0,1,11.0
3202,3202,wyzsze,1,1.0,0,6752.0,53.0,0,1,11.0
3203,3203,podstawowe,1,0.0,0,7533.0,57.0,1,1,9.0
3204,3204,wyzsze,0,1.0,1,11724.0,49.0,1,1,11.0
3205,3205,wyzsze,1,0.0,0,7226.0,56.0,0,0,7.0
3206,3206,srednie,1,1.0,0,8010.0,65.0,0,1,11.0
3207,3207,podstawowe,0,0.0,1,7125.0,61.0,0,1,12.0
3208,3208,podstawowe,1,1.0,0,5756.0,44.0,0,0,12.0
3209,3209,podstawowe,0,1.0,1,5397.0,43.0,0,1,11.0
3210,3210,srednie,1,1.0,0,6750.0,50.0,0,0,8.0
3211,3211,podstawowe,0,1.0,0,7955.0,55.0,0,1,14.0
3212,3212,srednie,1,1.0,0,6078.0,53.0,0,1,6.0
3213,3213,srednie,1,1.0,0,6284.0,42.0,0,1,4.0
3214,3214,podstawowe,0,1.0,1,10119.0,53.0,0,0,4.0
3215,3215,podstawowe,0,0.0,0,7998.0,45.0,0,1,3.0
3216,3216,podstawowe,1,1.0,0,10981.0,49.0,0,1,7.0
3217,3217,srednie,1,0.0,0,5862.0,53.0,0,1,
3218,3218,podstawowe,0,1.0,0,9285.0,55.0,0,1,12.0
3219,3219,srednie,0,1.0,0,7495.0,46.0,0,0,7.0
3220,3220,srednie,1,0.0,1,7385.0,52.0,0,0,15.0
3221,3221,srednie,1,1.0,0,7261.0,53.0,0,1,11.0
3222,3222,srednie,1,1.0,0,7814.0,56.0,0,1,10.0
3223,3223,srednie,1,1.0,0,5179.0,45.0,1,1,33.0
3224,3224,srednie,0,1.0,1,9768.0,50.0,0,1,8.0
3225,3225,srednie,0,0.0,0,10860.0,42.0,0,0,5.0
3226,3226,podstawowe,0,1.0,0,8460.0,51.0,0,0,13.0
3227,3227,podstawowe,1,1.0,1,6810.0,54.0,0,1,10.0
3228,3228,wyzsze,1,0.0,1,7417.0,39.0,1,1,8.0
3229,3229,srednie,1,0.0,1,9258.0,52.0,0,1,9.0
3230,3230,podstawowe,1,0.0,1,6690.0,53.0,1,1,9.0
3231,3231,wyzsze,1,0.0,1,13177.0,47.0,1,1,11.0
3232,3232,wyzsze,1,0.0,1,3987.0,49.0,0,1,9.0
3233,3233,wyzsze,1,1.0,0,6796.0,44.0,0,1,10.0
3234,3234,wyzsze,1,1.0,0,11914.0,52.0,0,0,0.0
3235,3235,wyzsze,0,0.0,0,6797.0,55.0,0,1,0.0
3236,3236,srednie,1,0.0,1,10295.0,42.0,1,1,7.0
3237,3237,podstawowe,0,1.0,0,5087.0,60.0,0,0,2.0
3238,3238,srednie,1,0.0,0,11712.0,52.0,0,1,10.0
3239,3239,srednie,0,1.0,0,6021.0,59.0,0,1,5.0
3240,3240,podstawowe,1,1.0,1,11921.0,52.0,0,1,8.0
3241,3241,podstawowe,1,1.0,1,9875.0,57.0,0,1,
3242,3242,srednie,0,1.0,1,7769.0,49.0,1,1,8.0
3243,3243,srednie,0,1.0,1,7756.0,44.0,1,1,10.0
3244,3244,wyzsze,1,1.0,1,7408.0,48.0,1,1,8.0
3245,3245,srednie,1,0.0,1,5527.0,56.0,0,0,13.0
3246,3246,wyzsze,0,0.0,0,4808.0,30.0,1,1,8.0
3247,3247,srednie,1,1.0,0,9501.0,52.0,0,1,11.0
3248,3248,podstawowe,1,1.0,1,11243.0,51.0,0,0,2.0
3249,3249,podstawowe,1,1.0,0,8817.0,46.0,0,1,35.0
3250,3250,srednie,1,1.0,0,5630.0,48.0,0,0,12.0
3251,3251,wyzsze,1,1.0,0,7651.0,52.0,0,1,7.0
3252,3252,srednie,1,1.0,0,11746.0,48.0,0,1,5.0
3253,3253,wyzsze,0,0.0,0,7176.0,48.0,0,1,0.0
3254,3254,podstawowe,0,0.0,0,5932.0,52.0,0,1,10.0
3255,3255,wyzsze,0,,1,5307.0,29.0,1,1,11.0
3256,3256,podstawowe,0,1.0,1,5369.0,60.0,0,1,9.0
3257,3257,srednie,0,1.0,0,9135.0,57.0,0,1,10.0
3258,3258,srednie,0,1.0,1,8013.0,54.0,0,1,13.0
3259,3259,srednie,1,0.0,1,5207.0,48.0,0,1,0.0
3260,3260,wyzsze,0,1.0,0,11810.0,36.0,0,1,13.0
3261,3261,podstawowe,1,1.0,0,6053.0,47.0,1,1,39.0
3262,3262,srednie,1,1.0,0,10710.0,47.0,0,0,
3263,3263,srednie,0,0.0,1,6233.0,48.0,0,1,
3264,3264,srednie,1,1.0,1,7302.0,53.0,0,0,7.0
3265,3265,wyzsze,1,0.0,0,11568.0,44.0,0,1,11.0
3266,3266,podstawowe,1,1.0,0,6583.0,49.0,0,1,5.0
3267,3267,podstawowe,1,1.0,0,8548.0,63.0,0,1,25.0
3268,3268,podstawowe,0,0.0,1,6307.0,65.0,0,1,6.0
3269,3269,srednie,1,1.0,0,8457.0,41.0,0,1,11.0
3270,3270,wyzsze,1,0.0,0,7033.0,,0,1,9.0
3271,3271,podstawowe,1,1.0,1,7240.0,54.0,0,1,11.0
3272,3272,wyzsze,1,0.0,1,6846.0,53.0,0,0,10.0
3273,3273,srednie,1,0.0,0,6250.0,50.0,0,1,11.0
3274,3274,wyzsze,1,0.0,1,7948.0,62.0,0,1,6.0
3275,3275,srednie,1,1.0,1,7299.0,47.0,0,1,6.0
3276,3276,srednie,1,1.0,1,9529.0,50.0,0,1,10.0
3277,3277,wyzsze,1,1.0,0,4707.0,61.0,0,0,11.0
3278,3278,wyzsze,1,0.0,0,7680.0,35.0,0,1,5.0
3279,3279,srednie,1,1.0,1,7378.0,46.0,1,1,
3280,3280,podstawowe,0,1.0,1,10616.0,52.0,0,1,5.0
3281,3281,wyzsze,1,0.0,0,5529.0,58.0,0,1,11.0
3282,3282,wyzsze,1,1.0,0,6593.0,50.0,1,1,0.0
3283,3283,podstawowe,1,1.0,0,9392.0,56.0,0,1,9.0
3284,3284,podstawowe,1,1.0,0,9852.0,49.0,0,1,8.0
3285,3285,wyzsze,0,1.0,0,12323.0,52.0,0,1,10.0
3286,3286,podstawowe,0,0.0,0,5069.0,49.0,0,0,6.0
3287,3287,podstawowe,1,1.0,0,7675.0,48.0,0,1,
3288,3288,srednie,0,0.0,1,6703.0,57.0,0,1,
3289,3289,wyzsze,1,0.0,1,10472.0,51.0,1,0,2.0
3290,3290,podstawowe,1,1.0,0,7251.0,55.0,0,1,11.0
3291,3291,srednie,1,0.0,0,6649.0,56.0,0,1,22.0
3292,3292,podstawowe,1,0.0,0,11056.0,48.0,0,1,5.0
3293,3293,wyzsze,0,0.0,1,,62.0,0,0,7.0
3294,3294,srednie,1,0.0,1,8737.0,49.0,0,1,5.0
3295,3295,podstawowe,0,0.0,0,7274.0,58.0,0,0,12.0
3296,3296,podstawowe,1,1.0,1,9883.0,51.0,0,0,27.0
3297,3297,wyzsze,1,1.0,1,9085.0,49.0,1,1,7.0
3298,3298,srednie,1,0.0,1,5940.0,39.0,0,0,7.0
3299,3299,srednie,0,1.0,0,7147.0,45.0,1,1,8.0
3300,3300,wyzsze,1,0.0,0,11643.0,49.0,0,0,0.0
3301,3301,wyzsze,1,0.0,0,8323.0,53.0,0,1,12.0
3302,3302,srednie,1,0.0,0,11292.0,46.0,0,1,
3303,3303,wyzsze,0,1.0,0,6140.0,60.0,0,0,11.0
3304,3304,srednie,0,1.0,0,5795.0,44.0,0,0,11.0
3305,3305,wyzsze,1,0.0,0,12187.0,45.0,0,1,28.0
3306,3306,srednie,0,1.0,0,6755.0,40.0,0,0,10.0
3307,3307,srednie,0,1.0,1,5837.0,52.0,1,1,1.0
3308,3308,srednie,1,0.0,0,10045.0,47.0,0,0,3.0
3309,3309,podstawowe,0,1.0,0,9378.0,54.0,0,0,6.0
3310,3310,srednie,0,0.0,1,7006.0,44.0,1,1,12.0
3311,3311,wyzsze,1,0.0,0,8393.0,44.0,0,1,8.0
3312,3312,wyzsze,1,0.0,0,12725.0,52.0,0,1,6.0
3313,3313,wyzsze,1,0.0,0,10501.0,57.0,0,1,7.0
3314,3314,wyzsze,1,0.0,1,7527.0,57.0,0,0,9.0
3315,3315,wyzsze,0,0.0,0,7869.0,52.0,0,1,8.0
3316,3316,wyzsze,1,0.0,1,7271.0,45.0,0,1,7.0
3317,3317,srednie,0,0.0,1,6361.0,54.0,1,1,6.0
3318,3318,srednie,1,0.0,0,7367.0,56.0,0,1,7.0
3319,3319,podstawowe,0,0.0,0,6752.0,64.0,0,1,7.0
3320,3320,srednie,1,1.0,0,6083.0,46.0,0,1,11.0
3321,3321,srednie,1,0.0,0,6119.0,49.0,0,1,10.0
3322,3322,srednie,0,1.0,0,9959.0,49.0,0,1,8.0
3323,3323,srednie,0,1.0,0,6102.0,57.0,1,1,11.0
3324,3324,podstawowe,0,0.0,0,9242.0,52.0,0,1,8.0
3325,3325,wyzsze,1,0.0,1,10110.0,,0,1,8.0
3326,3326,wyzsze,1,1.0,1,8092.0,55.0,1,1,11.0
3327,3327,wyzsze,1,1.0,0,6715.0,38.0,0,1,6.0
3328,3328,podstawowe,1,1.0,0,10368.0,41.0,0,1,
3329,3329,wyzsze,1,1.0,0,10614.0,48.0,0,1,0.0
3330,3330,wyzsze,0,0.0,0,7877.0,47.0,0,1,8.0
3331,3331,podstawowe,1,1.0,1,8122.0,55.0,0,0,5.0
3332,3332,wyzsze,1,0.0,0,5926.0,54.0,1,1,5.0
3333,3333,srednie,0,0.0,0,7876.0,50.0,0,1,2.0
3334,3334,wyzsze,1,0.0,0,4530.0,50.0,0,0,2.0
3335,3335,wyzsze,0,0.0,0,5838.0,56.0,0,1,29.0
3336,3336,srednie,1,0.0,0,6503.0,47.0,0,0,10.0
3337,3337,srednie,0,0.0,0,5885.0,43.0,0,0,3.0
3338,3338,podstawowe,1,1.0,0,10120.0,50.0,0,1,11.0
3339,3339,wyzsze,1,0.0,0,7420.0,60.0,0,1,7.0
3340,3340,srednie,1,0.0,0,10787.0,55.0,1,1,13.0
3341,3341,wyzsze,1,1.0,1,6678.0,44.0,0,1,9.0
3342,3342,wyzsze,1,0.0,0,6240.0,42.0,0,1,12.0
3343,3343,wyzsze,0,0.0,0,7055.0,51.0,0,0,7.0
3344,3344,podstawowe,1,0.0,0,6882.0,49.0,0,1,5.0
3345,3345,wyzsze,1,0.0,0,6545.0,40.0,0,1,12.0
3346,3346,srednie,1,1.0,0,9458.0,48.0,1,1,12.0
3347,3347,wyzsze,0,0.0,0,6069.0,53.0,0,1,12.0
3348,3348,wyzsze,1,1.0,0,7577.0,56.0,0,1,
3349,3349,srednie,0,0.0,1,6901.0,53.0,0,1,9.0
3350,3350,podstawowe,0,0.0,0,6978.0,46.0,0,1,9.0
3351,3351,podstawowe,0,0.0,1,6907.0,47.0,0,0,11.0
3352,3352,srednie,1,0.0,1,10214.0,58.0,0,1,6.0
3353,3353,wyzsze,1,0.0,0,9279.0,51.0,0,0,11.0
3354,3354,wyzsze,1,0.0,0,6165.0,51.0,0,1,13.0
3355,3355,podstawowe,0,0.0,0,6877.0,54.0,0,0,4.0
3356,3356,wyzsze,1,1.0,0,7282.0,47.0,0,1,7.0
3357,3357,podstawowe,1,0.0,1,8220.0,50.0,0,1,6.0
3358,3358,srednie,1,0.0,0,6558.0,57.0,0,0,8.0
3359,3359,srednie,0,1.0,1,6404.0,59.0,1,1,10.0
3360,3360,podstawowe,1,1.0,0,9766.0,54.0,0,0,3.0
3361,3361,podstawowe,1,1.0,0,6288.0,58.0,0,1,7.0
3362,3362,srednie,1,0.0,0,8651.0,50.0,0,1,7.0
3363,3363,srednie,1,1.0,1,7848.0,50.0,0,1,11.0
3364,3364,srednie,0,0.0,1,10576.0,41.0,1,0,9.0
3365,3365,srednie,0,0.0,0,6880.0,31.0,1,0,0.0
3366,3366,srednie,1,1.0,0,5687.0,56.0,0,1,10.0
3367,3367,srednie,1,0.0,1,7960.0,53.0,1,1,10.0
3368,3368,srednie,1,0.0,1,9943.0,50.0,0,1,
3369,3369,srednie,1,1.0,1,8587.0,34.0,0,1,0.0
3370,3370,podstawowe,1,0.0,1,12414.0,48.0,0,1,11.0
3371,3371,srednie,0,0.0,1,8889.0,50.0,0,0,6.0
3372,3372,podstawowe,1,0.0,0,8176.0,,0,1,7.0
3373,3373,wyzsze,0,0.0,1,,51.0,0,1,11.0
3374,3374,srednie,1,1.0,0,11811.0,47.0,0,0,9.0
3375,3375,srednie,0,0.0,1,6415.0,52.0,0,1,10.0
3376,3376,wyzsze,1,1.0,1,5970.0,52.0,0,1,12.0
3377,3377,srednie,0,0.0,1,6713.0,53.0,0,1,0.0
3378,3378,wyzsze,1,0.0,1,5089.0,51.0,1,0,13.0
3379,3379,srednie,1,0.0,0,8029.0,56.0,0,1,0.0
3380,3380,wyzsze,1,0.0,0,6675.0,58.0,0,1,
3381,3381,srednie,1,0.0,0,,,0,1,6.0
3382,3382,podstawowe,1,1.0,1,8232.0,40.0,1,1,8.0
3383,3383,wyzsze,1,1.0,0,11235.0,48.0,0,1,7.0
3384,3384,podstawowe,1,1.0,0,7855.0,51.0,0,1,6.0
3385,3385,srednie,0,1.0,1,8360.0,52.0,0,0,11.0
3386,3386,podstawowe,0,0.0,0,8232.0,,0,1,12.0
3387,3387,wyzsze,0,1.0,1,6625.0,39.0,1,1,13.0
3388,3388,srednie,1,1.0,0,8331.0,46.0,0,0,38.0
3389,3389,podstawowe,1,1.0,0,9026.0,58.0,0,1,8.0
3390,3390,srednie,0,0.0,0,9640.0,52.0,0,0,
3391,3391,srednie,1,1.0,0,8807.0,,0,0,9.0
3392,3392,srednie,0,0.0,1,5882.0,,1,1,9.0
3393,3393,srednie,1,0.0,0,6973.0,42.0,0,1,12.0
3394,3394,srednie,0,0.0,0,8879.0,64.0,0,1,5.0
3395,3395,wyzsze,1,1.0,1,6954.0,50.0,0,1,9.0
3396,3396,wyzsze,1,1.0,0,9406.0,53.0,1,0,7.0
3397,3397,wyzsze,1,0.0,0,7537.0,,0,1,6.0
3398,3398,wyzsze,1,1.0,0,11308.0,48.0,0,0,7.0
3399,3399,srednie,0,0.0,1,10590.0,48.0,1,1,
3400,3400,wyzsze,1,0.0,1,7975.0,44.0,0,1,13.0
3401,3401,srednie,0,1.0,1,8864.0,40.0,1,1,9.0
3402,3402,wyzsze,1,1.0,0,9216.0,52.0,0,0,12.0
3403,3403,srednie,1,0.0,0,11950.0,49.0,0,0,11.0
3404,3404,podstawowe,0,1.0,0,6577.0,58.0,0,1,6.0
3405,3405,wyzsze,1,0.0,0,9027.0,57.0,0,1,1.0
3406,3406,srednie,0,1.0,0,8520.0,59.0,0,0,9.0
3407,3407,wyzsze,1,1.0,0,6147.0,53.0,0,1,8.0
3408,3408,srednie,0,1.0,1,4832.0,53.0,0,0,9.0
3409,3409,srednie,1,1.0,0,10595.0,49.0,0,1,5.0
3410,3410,wyzsze,1,0.0,0,7553.0,60.0,1,1,8.0
3411,3411,srednie,1,1.0,0,10164.0,61.0,0,0,12.0
3412,3412,srednie,1,0.0,1,6705.0,43.0,1,1,9.0
3413,3413,srednie,1,0.0,0,7069.0,55.0,0,1,8.0
3414,3414,srednie,1,1.0,0,5293.0,54.0,0,1,4.0
3415,3415,srednie,1,1.0,1,9570.0,51.0,1,1,3.0
3416,3416,srednie,1,1.0,0,4947.0,47.0,0,1,7.0
3417,3417,srednie,0,1.0,1,4494.0,46.0,0,1,7.0
3418,3418,wyzsze,1,0.0,0,8676.0,62.0,0,1,3.0
3419,3419,wyzsze,1,1.0,0,10635.0,45.0,0,1,6.0
3420,3420,srednie,0,1.0,1,10144.0,57.0,0,1,3.0
3421,3421,srednie,1,1.0,0,7775.0,49.0,0,1,10.0
3422,3422,srednie,0,0.0,1,9920.0,38.0,1,1,10.0
3423,3423,srednie,1,1.0,1,7385.0,44.0,1,1,7.0
3424,3424,podstawowe,1,1.0,0,6478.0,48.0,0,1,12.0
3425,3425,podstawowe,1,1.0,0,5289.0,52.0,0,1,11.0
3426,3426,wyzsze,1,1.0,1,5840.0,53.0,0,1,6.0
3427,3427,wyzsze,0,0.0,1,7175.0,53.0,1,1,8.0
3428,3428,wyzsze,1,0.0,0,12031.0,59.0,0,1,2.0
3429,3429,srednie,0,1.0,0,5898.0,54.0,1,1,13.0
3430,3430,podstawowe,1,1.0,1,7245.0,52.0,0,1,8.0
3431,3431,wyzsze,1,0.0,1,5045.0,47.0,0,1,34.0
3432,3432,srednie,0,1.0,0,6636.0,63.0,0,1,1.0
3433,3433,srednie,1,0.0,0,5742.0,54.0,0,1,0.0
3434,3434,srednie,1,,0,6297.0,49.0,0,1,9.0
3435,3435,srednie,1,1.0,1,8340.0,57.0,0,1,8.0
3436,3436,wyzsze,0,1.0,1,9814.0,52.0,0,0,9.0
3437,3437,podstawowe,1,1.0,0,12808.0,42.0,0,1,27.0
3438,3438,wyzsze,0,0.0,0,9481.0,44.0,0,1,17.0
3439,3439,wyzsze,1,0.0,1,8815.0,59.0,0,1,8.0
3440,3440,wyzsze,1,1.0,1,10625.0,42.0,0,1,13.0
3441,3441,srednie,1,1.0,1,11149.0,51.0,0,1,12.0
3442,3442,podstawowe,1,1.0,0,5589.0,,0,1,2.0
3443,3443,srednie,0,1.0,0,6829.0,54.0,0,0,8.0
3444,3444,wyzsze,0,0.0,0,6647.0,46.0,0,1,10.0
3445,3445,wyzsze,1,1.0,1,7250.0,58.0,0,1,13.0
3446,3446,wyzsze,1,0.0,1,4775.0,54.0,0,0,
3447,3447,podstawowe,0,0.0,0,7472.0,54.0,0,1,1.0
3448,3448,podstawowe,1,0.0,0,,64.0,0,1,
3449,3449,podstawowe,1,0.0,0,8903.0,37.0,0,1,7.0
3450,3450,podstawowe,1,0.0,0,6491.0,53.0,0,0,3.0
3451,3451,srednie,1,0.0,1,5255.0,47.0,0,1,11.0
3452,3452,srednie,0,0.0,1,6671.0,53.0,0,1,6.0
3453,3453,srednie,0,0.0,1,7232.0,63.0,0,1,9.0
3454,3454,podstawowe,1,1.0,0,12238.0,52.0,0,1,12.0
3455,3455,srednie,1,0.0,1,7808.0,44.0,0,1,11.0
3456,3456,podstawowe,0,1.0,0,6383.0,49.0,0,0,31.0
3457,3457,wyzsze,0,,0,7422.0,45.0,0,1,30.0
3458,3458,srednie,1,0.0,0,5583.0,52.0,0,0,6.0
3459,3459,wyzsze,1,0.0,1,7244.0,49.0,0,1,8.0
3460,3460,srednie,1,1.0,1,7525.0,58.0,0,1,12.0
3461,3461,wyzsze,1,1.0,0,3731.0,52.0,1,1,
3462,3462,podstawowe,1,1.0,0,8725.0,51.0,0,0,10.0
3463,3463,srednie,1,0.0,0,8857.0,57.0,0,1,5.0
3464,3464,wyzsze,0,1.0,1,8749.0,49.0,1,1,2.0
3465,3465,podstawowe,0,0.0,1,9896.0,47.0,0,1,7.0
3466,3466,srednie,0,1.0,0,6664.0,48.0,0,1,1.0
3467,3467,wyzsze,1,1.0,0,8476.0,70.0,0,1,13.0
3468,3468,srednie,1,1.0,0,8508.0,47.0,0,1,11.0
3469,3469,wyzsze,1,1.0,0,4650.0,49.0,0,1,5.0
3470,3470,srednie,1,1.0,1,7105.0,48.0,0,1,8.0
3471,3471,wyzsze,0,1.0,0,5055.0,46.0,1,0,9.0
3472,3472,wyzsze,1,1.0,0,10193.0,51.0,0,1,4.0
3473,3473,podstawowe,0,0.0,1,7063.0,49.0,0,0,30.0
3474,3474,wyzsze,0,1.0,0,11786.0,52.0,0,0,11.0
3475,3475,wyzsze,0,1.0,0,6096.0,50.0,0,1,10.0
3476,3476,podstawowe,0,1.0,1,3886.0,71.0,1,1,0.0
3477,3477,wyzsze,1,0.0,0,6950.0,,0,1,10.0
3478,3478,podstawowe,1,0.0,0,6303.0,,0,1,9.0
3479,3479,podstawowe,1,1.0,0,11717.0,46.0,0,1,12.0
3480,3480,podstawowe,1,1.0,0,9967.0,60.0,0,1,11.0
3481,3481,wyzsze,0,1.0,1,8017.0,,1,1,7.0
3482,3482,srednie,0,0.0,0,9728.0,49.0,0,1,9.0
3483,3483,srednie,0,1.0,0,8019.0,60.0,0,1,12.0
3484,3484,srednie,1,0.0,0,11240.0,53.0,0,1,9.0
3485,3485,wyzsze,0,1.0,0,9825.0,49.0,0,1,11.0
3486,3486,podstawowe,1,0.0,0,6419.0,44.0,0,1,5.0
3487,3487,srednie,1,0.0,1,7196.0,47.0,1,1,10.0
3488,3488,wyzsze,0,1.0,0,7854.0,50.0,0,1,7.0
3489,3489,podstawowe,1,1.0,0,6376.0,43.0,0,1,
3490,3490,srednie,1,0.0,0,7871.0,58.0,0,1,8.0
3491,3491,srednie,1,0.0,0,9148.0,53.0,0,1,6.0
3492,3492,podstawowe,1,0.0,0,10411.0,39.0,0,1,
3493,3493,wyzsze,1,1.0,1,11794.0,44.0,0,1,8.0
3494,3494,podstawowe,0,1.0,0,8186.0,,0,1,8.0
3495,3495,srednie,1,1.0,1,5265.0,55.0,1,1,6.0
3496,3496,srednie,0,0.0,1,8991.0,66.0,0,0,
3497,3497,wyzsze,0,0.0,0,7871.0,51.0,0,1,11.0
3498,3498,wyzsze,1,0.0,0,6862.0,40.0,0,1,7.0
3499,3499,wyzsze,1,0.0,1,6974.0,34.0,1,1,11.0
3500,3500,podstawowe,0,1.0,1,6965.0,62.0,0,1,8.0
3501,3501,wyzsze,1,,1,4332.0,33.0,1,1,
3502,3502,srednie,1,1.0,1,6915.0,54.0,1,1,10.0
3503,3503,podstawowe,1,0.0,1,6658.0,50.0,0,1,9.0
3504,3504,podstawowe,0,1.0,0,7970.0,52.0,0,1,8.0
3505,3505,srednie,1,1.0,1,7226.0,57.0,1,1,4.0
3506,3506,wyzsze,1,1.0,0,5868.0,55.0,0,1,
